Direccion,PropiedadS,Dolares,Pesos,DolaresM2,PesosM2,Ambientes,Cotizacion,Trimestre,Barrio,Comunas
Fitz Roy 2000,"66","260000","18070000","3939","273788","2","70",SEGUNDO,PALERMO,"14"
J De Amenabar 3000,"33","130000","9035000","3939","273788","1","70",SEGUNDO,NU?æEZ,"13"
La Pampa Al 1300 100,"33","130000","9035000","3939","273788","1","70",SEGUNDO,BELGRANO,"13"
Mario Bravo entre Av. C??rdoba y Tucum?ín 0,"33","130000","9035000","3939","273788","1","70",SEGUNDO,ALMAGRO,"5"
Nicaragua 5400,"66","260000","18070000","3939","273788","2","70",SEGUNDO,PALERMO,"14"
REPUBLICA ARABE SIRIA 3100,"33","130000","9035000","3939","273788","2","70",SEGUNDO,PALERMO,"14"
Tamborini 2900,"33","130000","9035000","3939","273788","2","70",SEGUNDO,NU?æEZ,"13"
Tronador 4100,"33","130000","9035000","3939","273788","1","70",SEGUNDO,SAAVEDRA,"12"
Vuelta de Obligado al 2400 0,"33","130000","9035000","3939","273788","1","70",SEGUNDO,BELGRANO,"13"
Humboldt 800,"70","275767","19165806","3940","273797","3","70",SEGUNDO,VILLA CRESPO,"15"
Cramer 1745 0,"126","496400","34499800","3940","273808","5","70",SEGUNDO,BELGRANO,"13"
"Cris??logo larralde al 1600, N????ez - Espectacul*","200","788000","54766000","3940","273830","4","70",SEGUNDO,NU?æEZ,"13"
Olazabal 2258,"45","177300","12322350","3940","273830","2","70",SEGUNDO,BELGRANO,"13"
Av Cervi??o 3700,"170","670000","46565000","3941","273912","4","70",SEGUNDO,PALERMO,"14"
J De Andonaegui 2174,"170","670000","46565000","3941","273912","4","70",SEGUNDO,VILLA URQUIZA,"12"
Guemes 2900,"54","212840","14792380","3942","273933","2","70",SEGUNDO,RECOLETA,"2"
11 de septiembre 1700 0,"190","749000","52055500","3942","273976","4","70",SEGUNDO,BELGRANO,"13"
Acoyte al 600 0,"52","205000","14247500","3942","273990","3","70",SEGUNDO,CABALLITO,"6"
Junin 875,"82","323300","22469350","3943","274016","3","70",SEGUNDO,RECOLETA,"2"
J. A. Cabrera y S. de Bustamante 0,"59","232626","16167507","3943","274026","3","70",SEGUNDO,RECOLETA,"2"
AV. CORDOBA al 2900 0,"35","138000","9591000","3943","274029","1","70",SEGUNDO,RECOLETA,"2"
Charcas al 3400 entre Bulnes y Vidt 0,"175","690000","47955000","3943","274029","4","70",SEGUNDO,PALERMO,"14"
Dr P I Rivera 2500,"35","138000","9591000","3943","274029","1","70",SEGUNDO,BELGRANO,"13"
NU?æEZ 2400,"35","138000","9591000","3943","274029","1","70",SEGUNDO,NU?æEZ,"13"
Talcahuano al 1200 0,"35","138000","9591000","3943","274029","2","70",SEGUNDO,RETIRO,"1"
Virrey del Pino entre Vidal y Cramer 0,"42","165600","11509200","3943","274029","1","70",SEGUNDO,BELGRANO,"13"
Av. Dr. Ricardo Balb?¡n 2400,"31","123100","8555450","3943","274037","1","70",SEGUNDO,BELGRANO,"13"
La Pampa 1800,"123","485000","33707500","3943","274045","3","70",SEGUNDO,BELGRANO,"13"
Esteban Arce 500,"37","145900","10140050","3943","274055","1","70",SEGUNDO,PALERMO,"14"
Humboldt 0,"53","209000","14525500","3943","274066","2","70",SEGUNDO,PALERMO,"14"
Arcos al 2500 0,"71","280000","19460000","3944","274085","3","70",SEGUNDO,BELGRANO,"13"
Av Gral Juan M De Pueyrredon 2500,"71","280000","19460000","3944","274085","3","70",SEGUNDO,RECOLETA,"2"
Migueletes 1640,"71","280000","19460000","3944","274085","3","70",SEGUNDO,BELGRANO,"13"
Barzana 2100,"90","355000","24672500","3944","274139","4","70",SEGUNDO,VILLA URQUIZA,"12"
Conde 2300 0,"108","426000","29607000","3944","274139","3","70",SEGUNDO,BELGRANO,"13"
Fray Justo Santamar?¡a De Oro 2700,"90","355000","24672500","3944","274139","3","70",SEGUNDO,PALERMO,"14"
Lopez Vicente 1700,"36","142000","9869000","3944","274139","2","70",SEGUNDO,RECOLETA,"2"
MEDRANO 1000,"36","142000","9869000","3944","274139","1","70",SEGUNDO,PALERMO,"14"
Ancon 5300,"41","160000","11120000","3945","274162","2","70",SEGUNDO,PALERMO,"14"
11 de septiembre de 1888 900,"109","430000","29885000","3945","274174","4","70",SEGUNDO,PALERMO,"14"
Pueyrredon al 1700 0,"91","359000","24950500","3945","274181","3","70",SEGUNDO,RECOLETA,"2"
Bonpland 2050,"73","288000","20016000","3945","274192","3","70",SEGUNDO,PALERMO,"14"
Cachimayo al 700 0,"31","122302","8500000","3945","274194","1","70",SEGUNDO,SAN NICOLAS,"1"
BERUTI al 2800 0,"147","580000","40310000","3946","274218","4","70",SEGUNDO,RECOLETA,"2"
Ciudad de la Paz entre Olazabal y Mendoza 0,"58","228848","15904936","3946","274223","2","70",SEGUNDO,BELGRANO,"13"
Arce 500,"37","146000","10147000","3946","274243","2","70",SEGUNDO,PALERMO,"14"
Guemes 2900,"52","205249","14264806","3947","274323","2","70",SEGUNDO,RECOLETA,"2"
Olazabal entre Vuelta de Obligado y Cuba 0,"70","276300","19202850","3947","274326","3","70",SEGUNDO,BELGRANO,"13"
Araoz 2379,"38","150000","10425000","3947","274342","2","70",SEGUNDO,PALERMO,"14"
BERTRES 400,"152","600000","41700000","3947","274342","4","70",SEGUNDO,CABALLITO,"6"
Dorrego entre Luis Maria Campos    y Catalina Mar*,"76","300000","20850000","3947","274342","3","70",SEGUNDO,PALERMO,"14"
"GONZALEZ, JOAQUIN V. 3600","114","450000","31275000","3947","274342","4","70",SEGUNDO,VILLA DEVOTO NORTE,"11"
Honduras 3764,"114","450000","31275000","3947","274342","4","70",SEGUNDO,PALERMO,"14"
LUIS MARIA CAMPOS 1400,"38","150000","10425000","3947","274342","2","70",SEGUNDO,BELGRANO,"13"
"PEREZ, ROQUE 3100","38","150000","10425000","3947","274342","1","70",SEGUNDO,COGHLAN,"12"
Roosevelt 2100 0,"38","150000","10425000","3947","274342","1","70",SEGUNDO,BELGRANO,"13"
J. Salguero 3000 0,"86","339500","23595250","3948","274363","4","70",SEGUNDO,PALERMO,"14"
Garcia Lorca 220,"96","379000","26340500","3948","274380","4","70",SEGUNDO,CABALLITO,"6"
Monta??eses 2500 0,"58","229000","15915500","3948","274405","2","70",SEGUNDO,BELGRANO,"13"
San Martin 2311  - 1??A 100,"82","325166","22599000","3949","274426","3","70",SEGUNDO,PATERNAL,"15"
Cervi??o al 3500 0,"157","620000","43090000","3949","274459","4","70",SEGUNDO,PALERMO,"14"
Teodoro Garc?¡a entre Av. Cabildo y 3 de Febrero,"31","122430","8508885","3949","274480","1","70",SEGUNDO,PALERMO,"14"
DOBLAS 900,"39","154041","10705850","3950","274509","1","70",SEGUNDO,PARQUE CHACABUCO,"7"
11 de Setiembre y Ramallo 0,"100","395000","27452500","3950","274525","4","70",SEGUNDO,NU?æEZ,"13"
Av. Cnel. D?¡az al 2400 0,"100","395000","27452500","3950","274525","4","70",SEGUNDO,PALERMO,"14"
Billinghurst 2500,"200","790000","54905000","3950","274525","4","70",SEGUNDO,PALERMO,"14"
Jaramillo 2000,"100","395000","27452500","3950","274525","4","70",SEGUNDO,NU?æEZ,"13"
JOSE LEON PAGANO 2600,"100","395000","27452500","3950","274525","4","70",SEGUNDO,PALERMO,"14"
Jun?¡n al 1600 0,"100","395000","27452500","3950","274525","4","70",SEGUNDO,RECOLETA,"2"
PACHECO DE MELO al 2100 0,"40","158000","10981000","3950","274525","1","70",SEGUNDO,RECOLETA,"2"
Thames 2200 0,"80","316000","21962000","3950","274525","3","70",SEGUNDO,PALERMO,"14"
Guemes 2900,"32","126405","8785148","3950","274536","1","70",SEGUNDO,RECOLETA,"2"
Uriarte 1600,"40","159000","11050500","3950","274547","1","70",SEGUNDO,PALERMO,"14"
Cramer 1745,"131","517500","35966250","3950","274552","4","70",SEGUNDO,BELGRANO,"13"
HONDURAS 3700,"81","320000","22240000","3951","274568","4","70",SEGUNDO,PALERMO,"14"
Avenida Del Libertador 6600,"49","194900","13545550","3951","274591","2","70",SEGUNDO,BELGRANO,"13"
RODRIGUEZ PE?æA al 1100 0,"143","565000","39267500","3951","274598","3","70",SEGUNDO,RECOLETA,"2"
SOLER  al 4200 0,"62","244999","17027430","3952","274636","3","70",SEGUNDO,PALERMO,"14"
Aguero 1500,"62","245000","17027500","3952","274637","1","70",SEGUNDO,RECOLETA,"2"
Nu??ez 5157,"62","245000","17027500","3952","274637","3","70",SEGUNDO,VILLA URQUIZA,"12"
Olazabal 4700,"61","240000","16680000","3952","274658","3","70",SEGUNDO,VILLA URQUIZA,"12"
Virrey del Pino entre Vidal y Cramer 0,"33","130425","9064538","3952","274683","1","70",SEGUNDO,BELGRANO,"13"
SOLER  al 4200 0,"63","248999","17305430","3952","274689","3","70",SEGUNDO,PALERMO,"14"
Balbin 2422,"46","181821","12636560","3953","274708","2","70",SEGUNDO,BELGRANO,"13"
"HERNANDEZ, JOSE 1700","148","585000","40657500","3953","274713","4","70",SEGUNDO,BELGRANO,"13"
Azcuenaga al 1200 0,"73","288550","20054225","3953","274715","3","70",SEGUNDO,RECOLETA,"2"
Mendoza 5100,"195","770000","53515000","3953","274718","4","70",SEGUNDO,VILLA URQUIZA,"12"
Nicaragua 6000 0,"64","253000","17583500","3953","274742","2","70",SEGUNDO,PALERMO,"14"
Azcu?®naga 1295,"79","312300","21704850","3953","274745","3","70",SEGUNDO,RECOLETA,"2"
SCALABRINI ORTIZ al 2000 0,"43","169999","11814930","3954","274766","2","70",SEGUNDO,PALERMO,"14"
Av. Directorio al 200 0,"86","340000","23630000","3954","274767","4","70",SEGUNDO,CABALLITO,"6"
"GARAY, JUAN DE, AVDA. 700","43","170000","11815000","3954","274767","2","70",SEGUNDO,SAN TELMO,"1"
Olleros  al 2300 0,"86","340000","23630000","3954","274767","4","70",SEGUNDO,PALERMO,"14"
Pe??a 2083,"65","257000","17861500","3954","274792","3","70",SEGUNDO,RECOLETA,"2"
"Santa Fe 5268 Piso 4 F, CABA 0","50","197705","13740498","3954","274810","2","70",SEGUNDO,PALERMO,"14"
Ayacucho 1800,"110","435000","30232500","3954","274841","4","70",SEGUNDO,RECOLETA,"2"
Charcas 3344,"220","870000","60465000","3954","274841","5","70",SEGUNDO,PALERMO,"14"
CONCEPCION ARENAL 2700,"110","435000","30232500","3954","274841","3","70",SEGUNDO,PALERMO,"14"
Rosario 400,"22","87000","6046500","3954","274841","1","70",SEGUNDO,CABALLITO,"6"
Av. San Martin 5100,"89","352000","24464000","3955","274876","4","70",SEGUNDO,AGRONOMIA,"15"
Conesa 3000,"45","178000","12371000","3956","274911","2","70",SEGUNDO,NU?æEZ,"13"
"Ugarte, Manuel 2000 0","45","178000","12371000","3956","274911","2","70",SEGUNDO,BELGRANO,"13"
av de los incas 5200,"68","269000","18695500","3956","274934","3","70",SEGUNDO,PARQUE CHAS,"15"
Azopardo entre Av. J. del Garay y Cochabamba 0,"94","371867","25844729","3956","274944","2","70",SEGUNDO,SAN TELMO,"1"
URIBURU 1200,"139","550000","38225000","3957","275000","4","70",SEGUNDO,RECOLETA,"2"
AV. SANTA FE 5268 0,"31","122676","8525982","3957","275032","1","70",SEGUNDO,PALERMO,"14"
Blanco Encalada 4700,"96","380000","26410000","3958","275104","1","70",SEGUNDO,VILLA URQUIZA,"12"
C??rdoba al 3100 0,"120","475000","33012500","3958","275104","4","70",SEGUNDO,RECOLETA,"2"
Donado 1945,"96","380000","26410000","3958","275104","4","70",SEGUNDO,VILLA URQUIZA,"12"
Federico Lacroze al 1800 (e/ L.M. Campos y Soldad*,"120","475000","33012500","3958","275104","4","70",SEGUNDO,PALERMO,"14"
J Newbery 1817,"48","190000","13205000","3958","275104","2","70",SEGUNDO,PALERMO,"14"
Olazabal al 4500 0,"48","190000","13205000","3958","275104","2","70",SEGUNDO,VILLA URQUIZA,"12"
Tagle 2600,"24","95000","6602500","3958","275104","1","70",SEGUNDO,PALERMO,"14"
"LORETO, VIRREY 2600","73","289000","20085500","3959","275144","3","70",SEGUNDO,COLEGIALES,"13"
Manuel Ugarte 2000 0,"73","289000","20085500","3959","275144","3","70",SEGUNDO,BELGRANO,"13"
UGARTECHE 3100,"73","289000","20085500","3959","275144","3","70",SEGUNDO,PALERMO,"14"
Juncal 2000,"173","685000","47607500","3960","275188","4","70",SEGUNDO,RECOLETA,"2"
Garcia Lorca 200,"97","384103","26695158","3960","275208","4","70",SEGUNDO,CABALLITO,"6"
Cuba 2284,"50","198000","13761000","3960","275220","2","70",SEGUNDO,BELGRANO,"13"
Cuba 2284 802 0,"50","198000","13761000","3960","275220","2","70",SEGUNDO,BELGRANO,"13"
Honduras al 4900 entre Gurruchaga y Serrano 0,"25","99000","6880500","3960","275220","1","70",SEGUNDO,PALERMO,"14"
Vicente Lopez al 1700 0,"25","99000","6880500","3960","275220","1","70",SEGUNDO,RECOLETA,"2"
MONTA?æESES 2300,"63","249508","17340806","3960","275251","3","70",SEGUNDO,BELGRANO,"13"
Ugarte Manuel 1700,"48","190126","13213757","3961","275287","2","70",SEGUNDO,BELGRANO,"13"
Guemes 2900,"54","213910","14866745","3961","275310","2","70",SEGUNDO,RECOLETA,"2"
AV. SANTA FE 5268 0,"32","126762","8809959","3961","275311","1","70",SEGUNDO,PALERMO,"14"
Cullen 5000 0,"53","210000","14595000","3962","275377","3","70",SEGUNDO,VILLA URQUIZA,"12"
Jose Hernandez y Vuelta de Obligado 0,"159","630000","43785000","3962","275377","4","70",SEGUNDO,BELGRANO,"13"
Ortiz de Ocampo 2800,"265","1050000","72975000","3962","275377","5","70",SEGUNDO,PALERMO,"14"
Pje J Maria Perez De Urdininea 1700,"53","210000","14595000","3962","275377","3","70",SEGUNDO,VILLA ORTUZAR,"15"
Marcelo T. de Alvear 1530,"34","134748","9364986","3963","275441","2","70",SEGUNDO,RECOLETA,"2"
Blanco Encalada 5500,"40","160000","11120000","3963","275452","2","70",SEGUNDO,VILLA URQUIZA,"12"
SOLER 4100,"82","325000","22587500","3963","275457","3","70",SEGUNDO,PALERMO,"14"
Guatemala 4300,"55","218000","15151000","3964","275473","3","70",SEGUNDO,PALERMO,"14"
republica Araba Siria al 2700 0,"222","880000","61160000","3964","275495","5","70",SEGUNDO,PALERMO,"14"
Av. Cordoba 4340,"24","95165","6613968","3965","275582","1","70",SEGUNDO,VILLA CRESPO,"15"
Vidt 1600,"23","91200","6338400","3965","275583","1","70",SEGUNDO,PALERMO,"14"
Av. Cordoba 618,"61","241884","16810938","3965","275589","1","70",SEGUNDO,RETIRO,"1"
BORGES 2100 0,"29","114999","7992430","3966","275601","1","70",SEGUNDO,PALERMO,"14"
Arias al 2900. Entre Zapiola y Conesa 0,"58","230000","15985000","3966","275603","3","70",SEGUNDO,SAAVEDRA,"12"
Av. Pedro Goyena 1700 0,"58","230000","15985000","3966","275603","2","70",SEGUNDO,FLORES NORTE,"7"
Carranza 2300,"58","230000","15985000","3966","275603","2","70",SEGUNDO,PALERMO,"14"
Jean Jaures 1000,"29","115000","7992500","3966","275603","1","70",SEGUNDO,RECOLETA,"2"
Pedro Ignacio Rivera 4700,"58","230000","15985000","3966","275603","1","70",SEGUNDO,VILLA URQUIZA,"12"
Venta Depto. 3 Amb. - Pueyrred??n 2434 Recoleta -*,"116","460000","31970000","3966","275603","3","70",SEGUNDO,RECOLETA,"2"
CORDOBA 4300,"67","266073","18492074","3966","275631","5","70",SEGUNDO,VILLA CRESPO,"15"
Chenaut 1700,"64","254187","17665996","3966","275644","2","70",SEGUNDO,PALERMO,"14"
"Ciudad de la paz 1972, Piso 4 J 0","34","134850","9372075","3966","275649","1","70",SEGUNDO,BELGRANO,"13"
AVENIDA ESTADO DE ISRAEL al 4600 0,"60","237999","16540930","3967","275682","3","70",SEGUNDO,VILLA CRESPO,"15"
Av Gral Las Heras 1600,"30","119000","8270500","3967","275683","2","70",SEGUNDO,RECOLETA,"2"
Benjamin Franklin 900,"63","249900","17368050","3967","275683","3","70",SEGUNDO,CABALLITO,"6"
"DEL LIBERTADOR, AVDA. 5700","30","119000","8270500","3967","275683","2","70",SEGUNDO,PALERMO,"14"
PARAGUAY y VIDT 0,"33","130900","9097550","3967","275683","1","70",SEGUNDO,PALERMO,"14"
"Pedro Ignacio Rivera al 2500, Piso 3 B 0","30","119000","8270500","3967","275683","1","70",SEGUNDO,BELGRANO,"13"
Donato Alvarez al 200 0,"49","194400","13510800","3967","275731","2","70",SEGUNDO,FLORES NORTE,"7"
Guemes 2900,"52","206319","14339170","3968","275753","2","70",SEGUNDO,RECOLETA,"2"
Pringles 1210,"96","380900","26472550","3968","275756","4","70",SEGUNDO,VILLA CRESPO,"15"
SCALABRINI ORTIZ al 2000 0,"31","122999","8548430","3968","275756","1","70",SEGUNDO,PALERMO,"14"
Moldes 900 0,"62","246000","17097000","3968","275758","3","70",SEGUNDO,COLEGIALES,"13"
Pacheco De Melo 2776,"31","123000","8548500","3968","275758","1","70",SEGUNDO,RECOLETA,"2"
Uriarte 1600 0,"40","158725","11031388","3968","275785","1","70",SEGUNDO,PALERMO,"14"
AMENABAR 1500,"63","250000","17375000","3968","275794","3","70",SEGUNDO,BELGRANO,"13"
ARISTOBULO DEL VALLE 1700,"63","250000","17375000","3968","275794","3","70",SEGUNDO,BARRACAS ESTE,"4"
CUBA 2800,"63","250000","17375000","3968","275794","3","70",SEGUNDO,NU?æEZ,"13"
CORDOBA 5400,"34","135960","9449220","3968","275809","1","70",SEGUNDO,CHACARITA,"15"
Garcia Lorca 200,"97","384951","26754094","3969","275815","4","70",SEGUNDO,CABALLITO,"6"
Av callao 1000,"73","288000","20016000","3969","275816","2","70",SEGUNDO,RECOLETA,"2"
FORMOSA 100,"96","381000","26479500","3969","275828","3","70",SEGUNDO,CABALLITO,"6"
Godoy Cruz 2300,"42","168802","11731739","3969","275846","2","70",SEGUNDO,PALERMO,"14"
ARRIBE?æOS 1700,"194","770000","53515000","3969","275851","5","70",SEGUNDO,BELGRANO,"13"
SOLER  al 4200 0,"65","257999","17930930","3969","275860","3","70",SEGUNDO,PALERMO,"14"
FORMOSA 100,"133","528000","36696000","3970","275910","4","70",SEGUNDO,CABALLITO,"6"
Virrey del Pino entre Vidal y Cramer 0,"42","166750","11589125","3970","275932","1","70",SEGUNDO,BELGRANO,"13"
AMENABAR 1200 0,"34","134999","9382430","3971","275954","2","70",SEGUNDO,COLEGIALES,"13"
ARCE al 500 0,"34","135000","9382500","3971","275956","2","70",SEGUNDO,PALERMO,"14"
Av. C??rdoba 5400 0,"34","135000","9382500","3971","275956","1","70",SEGUNDO,PALERMO,"14"
Avenida C??rdoba 3100,"68","270000","18765000","3971","275956","3","70",SEGUNDO,RECOLETA,"2"
Blanco Encalada 6200,"34","135000","9382500","3971","275956","1","70",SEGUNDO,VILLA URQUIZA,"12"
Carlos Calvo 1600,"34","135000","9382500","3971","275956","1","70",SEGUNDO,CONSTITUCION,"1"
Jose Antonio Cabrera 3500,"34","135000","9382500","3971","275956","1","70",SEGUNDO,PALERMO,"14"
JUANA AZURDUY 2400,"34","135000","9382500","3971","275956","1","70",SEGUNDO,NU?æEZ,"13"
Machain 3600 0,"34","135000","9382500","3971","275956","2","70",SEGUNDO,SAAVEDRA,"12"
Monroe 5500,"68","270000","18765000","3971","275956","3","70",SEGUNDO,VILLA URQUIZA,"12"
MONTA?æESES al 2600 0,"34","135000","9382500","3971","275956","1","70",SEGUNDO,BELGRANO,"13"
Paraguay 2900,"34","135000","9382500","3971","275956","1","70",SEGUNDO,RECOLETA,"2"
Posadas al 1500 OPORTUNIDAD 0,"68","270000","18765000","3971","275956","3","70",SEGUNDO,RECOLETA,"2"
Salguero 1600 0,"34","135000","9382500","3971","275956","1","70",SEGUNDO,PALERMO,"14"
Maure 1600,"117","465712","32366984","3971","275980","4","70",SEGUNDO,PALERMO,"14"
Vidal 2400,"72","288000","20016000","3971","276007","3","70",SEGUNDO,BELGRANO,"13"
ARCE 591,"35","139000","9660500","3971","276014","1","70",SEGUNDO,PALERMO,"14"
Bartolome Mitre 1500 0,"35","139000","9660500","3971","276014","2","70",SEGUNDO,SAN NICOLAS,"1"
"DEL LIBERTADOR, AVDA. 5700","35","139000","9660500","3971","276014","1","70",SEGUNDO,BELGRANO,"13"
"SCALABRINI ORTIZ, RAUL, AV. 1100","35","139000","9660500","3971","276014","1","70",SEGUNDO,VILLA CRESPO,"15"
Teodoro Garc?¡a al 2400 0,"71","282000","19599000","3972","276042","3","70",SEGUNDO,COLEGIALES,"13"
Cervi??o 3900 0,"214","850000","59075000","3972","276051","4","70",SEGUNDO,PALERMO,"14"
FIGUEROA ALCORTA PRES JOSE 3100,"144","570000","39615000","3972","276063","3","70",SEGUNDO,PALERMO,"14"
Cabello 3100 0,"36","143000","9938500","3972","276069","1","70",SEGUNDO,PALERMO,"14"
Antonio Beruti 3039,"73","290000","20155000","3973","276096","2","70",SEGUNDO,RECOLETA,"2"
CONCEPCI?ôN ARENAL 3400,"73","290000","20155000","3973","276096","1","70",SEGUNDO,COLEGIALES,"13"
LA PAMPA 900,"73","290000","20155000","3973","276096","3","70",SEGUNDO,BELGRANO,"13"
"Gorriti al 6000, entre Dorrego y Ar?®valo 0","56","222481","15462430","3973","276115","2","70",SEGUNDO,COLEGIALES,"13"
SCALABRINI ORTIZ al 2000 0,"37","146999","10216430","3973","276120","2","70",SEGUNDO,PALERMO,"14"
Juncal al 1800 0,"75","298000","20711000","3973","276147","3","70",SEGUNDO,RECOLETA,"2"
Vidt 1900,"75","298000","20711000","3973","276147","3","70",SEGUNDO,PALERMO,"14"
Gutierrez 3900,"201","800000","55600000","3973","276150","4","70",SEGUNDO,PALERMO,"14"
Mendez de Andes 527 0,"77","306000","21267000","3974","276195","4","70",SEGUNDO,CABALLITO,"6"
Ciudad de la Paz 1059,"78","310000","21545000","3974","276218","3","70",SEGUNDO,COLEGIALES,"13"
"Cordoba al 6200, entre J. Newbery y  S. Dumont 0","39","155000","10772500","3974","276218","1","70",SEGUNDO,CHACARITA,"15"
HONDURAS 4600,"78","310000","21545000","3974","276218","3","70",SEGUNDO,PALERMO,"14"
Malvinas Argentinas 443,"78","310000","21545000","3974","276218","3","70",SEGUNDO,CABALLITO,"6"
AGOTE 2300,"98","390000","27105000","3975","276243","3","70",SEGUNDO,RECOLETA,"2"
Cdad. de La Paz al 1900 0,"40","159000","11050500","3975","276262","1","70",SEGUNDO,BELGRANO,"13"
Sanchez De Bustamante 2600,"40","159000","11050500","3975","276262","1","70",SEGUNDO,PALERMO,"14"
Virrey Loreto al 2400 0,"40","159000","11050500","3975","276262","2","70",SEGUNDO,COLEGIALES,"13"
Amenabar al 700 Piso 7 A 0,"65","258400","17958800","3975","276289","3","70",SEGUNDO,COLEGIALES,"13"
AMENABAR 1200 0,"41","162999","11328430","3976","276303","2","70",SEGUNDO,COLEGIALES,"13"
Soler 4100,"82","326000","22657000","3976","276305","3","70",SEGUNDO,PALERMO,"14"
Avenida Pedro Goyena 0,"58","230600","16026700","3976","276322","2","70",SEGUNDO,FLORES NORTE,"7"
H??sares 2200,"83","330000","22935000","3976","276325","3","70",SEGUNDO,BELGRANO,"13"
JUNCAL 1600,"219","870000","60465000","3976","276361","4","70",SEGUNDO,RECOLETA,"2"
Charcas al 4400 0,"85","338000","23491000","3976","276365","4","70",SEGUNDO,PALERMO,"14"
Jorge L Borges 2129,"69","274400","19070800","3977","276388","3","70",SEGUNDO,PALERMO,"14"
